word,frequency,example_sentence,reading,meaning,part_of_speech
ボウリャク,1,この短期間に醸成された不信感や憎悪ゼノイラの謀略でしたでは済まぬ。,,,
ソウゴ,1,相互不信の種を見事に蒔いてくれた人間の見事な手腕よ。,,,
ボウイ,1,ゼノイラ軍は森の外の世界でも暴威を振るっているのですか。,,"Bowie, David (1947-　; 英国の歌手・映画俳優).",
ヘイセイ,1,ロザリンデ様は平静を装われていても内心は相当苦しんでおられます。,,,
ソンシツ,1,茨の塔に保管されていた古文書のいくつかは損失してしまったと。,,,
ハクジョウ,1,白状すると人間は下賤な存在だとそう思っていた。,,,
ニヒャク,1,思わず惚れちゃったって伝えたらその人は二百歳ですって。,,,
クアンティペルト,1,地下都市クアンティペルト。,,,
ユウドウ,1,巫女様に見張り台から離れるよう誘導してくれないか。,,,
リュー,1,アタシはリューディアの娘リディエルだ。,,,
マキツケル,1,体をひねることでこの長髪を相手の武器に巻き付ける。,,,
マスマス,1,コーム戦後、メイエ家は再興の道を歩むそれを最も喜んだのは当主ではなく彼だったもとより気が多い主に手を焼いていたが意中の相手が王となってからというものますますもって心労が絶えなかったようだ。,,,
モチマエ,1,ジェレミー戦後、解放軍から人知れず姿を消し元ののらりくらりとした傭兵生活へと戻る危機に瀕しても持ち前の手練手管で逃げ延び、長く生きたというある晩に、先の戦いで肩を並べた戦友と共に多額の褒賞金を一晩で飲み潰した話は傭兵たちの間で語り草となっている。,,,
シュレン,1,ジェレミー戦後、解放軍から人知れず姿を消し元ののらりくらりとした傭兵生活へと戻る危機に瀕しても持ち前の手練手管で逃げ延び、長く生きたというある晩に、先の戦いで肩を並べた戦友と共に多額の褒賞金を一晩で飲み潰した話は傭兵たちの間で語り草となっている。,,,
テクダ,1,ジェレミー戦後、解放軍から人知れず姿を消し元ののらりくらりとした傭兵生活へと戻る危機に瀕しても持ち前の手練手管で逃げ延び、長く生きたというある晩に、先の戦いで肩を並べた戦友と共に多額の褒賞金を一晩で飲み潰した話は傭兵たちの間で語り草となっている。,,,
タガク,1,ジェレミー戦後、解放軍から人知れず姿を消し元ののらりくらりとした傭兵生活へと戻る危機に瀕しても持ち前の手練手管で逃げ延び、長く生きたというある晩に、先の戦いで肩を並べた戦友と共に多額の褒賞金を一晩で飲み潰した話は傭兵たちの間で語り草となっている。,,,
ノミツブス,1,ジェレミー戦後、解放軍から人知れず姿を消し元ののらりくらりとした傭兵生活へと戻る危機に瀕しても持ち前の手練手管で逃げ延び、長く生きたというある晩に、先の戦いで肩を並べた戦友と共に多額の褒賞金を一晩で飲み潰した話は傭兵たちの間で語り草となっている。,,,
カタリグサ,1,ジェレミー戦後、解放軍から人知れず姿を消し元ののらりくらりとした傭兵生活へと戻る危機に瀕しても持ち前の手練手管で逃げ延び、長く生きたというある晩に、先の戦いで肩を並べた戦友と共に多額の褒賞金を一晩で飲み潰した話は傭兵たちの間で語り草となっている。,,,
ミリアムコルニア,1,ミリアムコルニア再興後薔薇騎士団の長に任命される凛とした佇まいと確かな腕は国の内外を問わず女性騎士たちの憧れの的となった後進教育と連帯に力を入れ彼女の率いる部隊はその末端に至るまで一糸乱れぬ結束力を誇ったそうだ。,,,
セイエン,1,キトラ戦後は薔薇騎士団としての活躍だけでなく城下町の治安維持にも貢献した町にならず者が現れるやいなや真っ先に駆けつけ、住民からの声援を受けながら大立ち回りを繰り広げることもあったという手先の器用さを買われ、町の修繕作業も手伝う彼女は、特に子供たちから慕われたようだ。,,,
タチマワリ,1,キトラ戦後は薔薇騎士団としての活躍だけでなく城下町の治安維持にも貢献した町にならず者が現れるやいなや真っ先に駆けつけ、住民からの声援を受けながら大立ち回りを繰り広げることもあったという手先の器用さを買われ、町の修繕作業も手伝う彼女は、特に子供たちから慕われたようだ。,,,
クリヒロゲル,1,キトラ戦後は薔薇騎士団としての活躍だけでなく城下町の治安維持にも貢献した町にならず者が現れるやいなや真っ先に駆けつけ、住民からの声援を受けながら大立ち回りを繰り広げることもあったという手先の器用さを買われ、町の修繕作業も手伝う彼女は、特に子供たちから慕われたようだ。,,,
ヒンカク,1,メリザンド国に平穏が訪れると、副官の目をかいくぐりコルニア王に求婚するべく日々王宮に通った彼女の願いが叶うことはなかったが王宮晩餐会で披露する彼女の剣舞はその美しさと力強さから評判となり多くの賓客の心を奪ったという。,,,
シンロウ,1,コーム戦後、メイエ家は再興の道を歩むそれを最も喜んだのは当主ではなく彼だったもとより気が多い主に手を焼いていたが意中の相手が王となってからというものますますもって心労が絶えなかったようだ。,,,
コラス,1,モルドン終戦後、傭兵を辞めて石工職人に戻る戦いの直後は町の復興に注力していたが町に活気が戻ると、美的感覚を活かし意匠を凝らした建築を手掛けるようになった彼の築いたモルドン通りはその街並み目当てに訪れる観光客が絶えず後世まで愛されたという。,,,
ホシゾラ,1,モニカ解放軍での功績が認められノルトハイム家は以前の権威を取り戻した彼女の高潔さとひたむきな姿勢は領民の支持を受け、敬愛する祖父を亡くしたあとも領主として見事に手腕を発揮した多忙の中でも、臣下たちと星空を見る催しを開き労をねぎらうことを忘れなかったという。,,,
キョウチュウ,1,コーム戦後、メイエ家は再興の道を歩む主の願いが叶ったことを我がことのように喜ぶも名家の当主を任された彼の胸中は複雑だった主への飽くなき忠誠心は衰えることなく当主となってからも日々王宮へと登城する彼に臣下たちは頭を悩ませたという。,,,
ソロエル,1,ワシは一流の武具を揃える商人よ商売相手はゼノイラ軍だけ。,,,
ヘンゲン,1,アラミス終戦後、ギルベルトの戴冠式を見届けると王都を離れ、自分のやり方で弟を助けると誓う身分を偽るのはもはや堂に入ったもので傭兵、役者、船乗りと変幻自在に姿を変え国の再興のために各地を奔走した後に記されたドラケンガルドの再興物語には何人ものアラミスという男の話が残されている。,,,
イソシム,1,プリム戦のあとも、戦乱で疲弊した人々を思い各地で惜しみない奉仕活動を行う姉ヒルダが薬学の道に勤しむとそれを激励し、大いに助けた病に苦しむ人々を介抱した彼女に正教会から名誉天使の称号が贈られたが彼女は丁重に断ったという。,,,
ジュンボク,1,プリム戦のあとも、戦乱で疲弊した人々を思い各地で惜しみない奉仕活動を行う彼女の飾り気のない純朴な人柄は行く先々で愛され、町で振る舞われた食べ物に舌鼓を打つ様子も人々に親しまれた彼女の奉仕の旅は生涯続いたという。,,,
シタツヅミ,1,プリム戦のあとも、戦乱で疲弊した人々を思い各地で惜しみない奉仕活動を行う彼女の飾り気のない純朴な人柄は行く先々で愛され、町で振る舞われた食べ物に舌鼓を打つ様子も人々に親しまれた彼女の奉仕の旅は生涯続いたという。,,,
キフ,1,オーバン戦が終わると、賜った褒賞をすべて砂漠の民のために寄付し、自らも故郷の復興に努めた彼と仲間たちの熱心な活動の甲斐あり後に砂漠の地は大いに栄え元流刑地という汚名もそそがれたその後、自分の船を手に入れた彼は大海原へと冒険の旅に出たという。,,,
ボウケン,1,オーバン戦が終わると、賜った褒賞をすべて砂漠の民のために寄付し、自らも故郷の復興に努めた彼と仲間たちの熱心な活動の甲斐あり後に砂漠の地は大いに栄え元流刑地という汚名もそそがれたその後、自分の船を手に入れた彼は大海原へと冒険の旅に出たという。,,,
ギゾク,1,マゼラン各地に散り散りとなってしまった盗賊団の仲間を捜す旅に出るけじめをつけ砂漠に戻ると、義賊団へと転向団の評判は砂漠を越えて伝わり彼を兄貴と慕う若者が内外から集まっていつしか砂漠に居を構える町となった彼は長として町を大いに発展させたという。,,,
テンコウ,1,マゼラン各地に散り散りとなってしまった盗賊団の仲間を捜す旅に出るけじめをつけ砂漠に戻ると、義賊団へと転向団の評判は砂漠を越えて伝わり彼を兄貴と慕う若者が内外から集まっていつしか砂漠に居を構える町となった彼は長として町を大いに発展させたという。,,,
シボウ,1,オーシュ解放軍での功績を母の墓前に報告した彼はそれ以来生家には戻らず、自身の熱意の赴くまま、魔術の研究に明け暮れた後に彼の記した研究書は特別な出自を持たない魔術志望者にとって良き道しるべとなったという。,,,
モウジュウ,1,ロルフ解放軍の役目が終わったあとその腕を買われて森番の任に就く危険な猛獣や密猟者から村を守り荒れ果てた森林に人の手を加え蘇らせるその姿は、誇り高き森の守護者として人々から称賛された。,,,
アキナウ,1,リーザ解放軍の解散後、マゼランと共に各地を巡った先で出会ったとある豪商に商才を見出されるもとより商いに手慣れた彼女だったが王から賜った褒賞金を元手に事業を始めると山が当たり莫大な利益を上げたこれを起点に砂漠の経済は活発化したという。,,,
ハクネツ,1,ホドリック戦後、コルニア新国王の近衛部隊長に就任すると一人一人の部下をよく気にかけ、共に切磋琢磨し部隊を卓越した練度と団結力の組織に育てた師であるジョセフとは、たびたび手合わせを行いその達人同士の白熱する試合見たさに毎度多くの兵が練兵場に殺到したという。,,,
ニンジョウ,1,ゴービル新たな王により騎士団長に任命されるもその座を信頼する部下に譲り自身は祖父の酒場を引き継いだ彼の店は、古くはあるが人情味にあふれ多くの獣人たちの憩いの場として長らく繁盛したのだった。,,,
ムラムラ,1,ベルトラン戦後は村々の復興を手伝い、それが落ちつくと先の戦で命を落としたすべての魂のためバストリアスの各地に慰霊碑を建てる毎年、終戦を記念する日には慰霊碑に多くの花束が手向けられその香りが国中を包んだという。,,,
マイトシ,1,ベルトラン戦後は村々の復興を手伝い、それが落ちつくと先の戦で命を落としたすべての魂のためバストリアスの各地に慰霊碑を建てる毎年、終戦を記念する日には慰霊碑に多くの花束が手向けられその香りが国中を包んだという。,,,
ハナタバ,1,ベルトラン戦後は村々の復興を手伝い、それが落ちつくと先の戦で命を落としたすべての魂のためバストリアスの各地に慰霊碑を建てる毎年、終戦を記念する日には慰霊碑に多くの花束が手向けられその香りが国中を包んだという。,,,
タムケル,1,ベルトラン戦後は村々の復興を手伝い、それが落ちつくと先の戦で命を落としたすべての魂のためバストリアスの各地に慰霊碑を建てる毎年、終戦を記念する日には慰霊碑に多くの花束が手向けられその香りが国中を包んだという。,,,
シラハナ,1,ダイナ彼女が率いる白花隊は仲間の提案で各地の村の復興支援を始める彼女の仲間思いの人柄と統率力は戦場以外でも大いに発揮され、その活躍に獣人、人間問わず入隊希望者が続々と現れた彼女の人間への不信感は徐々に和らいだという。,,,
ニュウタイ,1,ダイナ彼女が率いる白花隊は仲間の提案で各地の村の復興支援を始める彼女の仲間思いの人柄と統率力は戦場以外でも大いに発揮され、その活躍に獣人、人間問わず入隊希望者が続々と現れた彼女の人間への不信感は徐々に和らいだという。,,,
エンノシタ,1,ブリス共に盗賊団にいた部下たちと傭兵になり各地で戦後処理や復興の手伝いを行った皆がやりたがらない仕事を率先して引き受け情に厚く縁の下を支える彼は仲間や町の人々からよく慕われた。,,,
セッサ,1,ホドリック戦後、コルニア新国王の近衛部隊長に就任すると一人一人の部下をよく気にかけ、共に切磋琢磨し部隊を卓越した練度と団結力の組織に育てた師であるジョセフとは、たびたび手合わせを行いその達人同士の白熱する試合見たさに毎度多くの兵が練兵場に殺到したという。,,,
タクマ,1,ホドリック戦後、コルニア新国王の近衛部隊長に就任すると一人一人の部下をよく気にかけ、共に切磋琢磨し部隊を卓越した練度と団結力の組織に育てた師であるジョセフとは、たびたび手合わせを行いその達人同士の白熱する試合見たさに毎度多くの兵が練兵場に殺到したという。,,,
タクエツ,1,ホドリック戦後、コルニア新国王の近衛部隊長に就任すると一人一人の部下をよく気にかけ、共に切磋琢磨し部隊を卓越した練度と団結力の組織に育てた師であるジョセフとは、たびたび手合わせを行いその達人同士の白熱する試合見たさに毎度多くの兵が練兵場に殺到したという。,,,
レンペイ,1,ホドリック戦後、コルニア新国王の近衛部隊長に就任すると一人一人の部下をよく気にかけ、共に切磋琢磨し部隊を卓越した練度と団結力の組織に育てた師であるジョセフとは、たびたび手合わせを行いその達人同士の白熱する試合見たさに毎度多くの兵が練兵場に殺到したという。,,,
モリバン,1,ロルフ解放軍の役目が終わったあとその腕を買われて森番の任に就く危険な猛獣や密猟者から村を守り荒れ果てた森林に人の手を加え蘇らせるその姿は、誇り高き森の守護者として人々から称賛された。,,,
サットウ,1,ホドリック戦後、コルニア新国王の近衛部隊長に就任すると一人一人の部下をよく気にかけ、共に切磋琢磨し部隊を卓越した練度と団結力の組織に育てた師であるジョセフとは、たびたび手合わせを行いその達人同士の白熱する試合見たさに毎度多くの兵が練兵場に殺到したという。,,,
ゲンカク,1,ジョセフ王子を守り、解放軍の基盤を作ったその多大なる功績により宰相の座を薦められたが、それを固辞し生涯一騎士として、王の剣を務めた元騎士団長としての厳格な指導者ぶりは健在で騎士たちを心身ともに鍛え上げ新生コルニアの堅牢な守りを築きあげたのだった。,,,
アクヒョウ,1,ルノーかつてゼノイラに操られ、領主として民を苦しめた町に戻ることを自ら望む彼を許せない者もいたが汚名も悪評もすべてを受け入れる彼の真摯な態度に、少なくない数の人々が支持をした民と共に一から歩む決心をした彼は過去ではなく未来を見据える良き指導者となった。,,,
クライブコルニア,1,クライブコルニア新国王の近衛兵を辞して騎士団領に戻ると同志たちと共に新たな自治の道を探る権威より連帯を重んじる彼の教えが他の騎士はもとより農民にいたるまで浸透し元来の騎士団領の精神を蘇らせた。,,,
ノウミン,1,クライブコルニア新国王の近衛兵を辞して騎士団領に戻ると同志たちと共に新たな自治の道を探る権威より連帯を重んじる彼の教えが他の騎士はもとより農民にいたるまで浸透し元来の騎士団領の精神を蘇らせた。,,,
シントウ,1,クライブコルニア新国王の近衛兵を辞して騎士団領に戻ると同志たちと共に新たな自治の道を探る権威より連帯を重んじる彼の教えが他の騎士はもとより農民にいたるまで浸透し元来の騎士団領の精神を蘇らせた。,,,
ガンライ,1,クライブコルニア新国王の近衛兵を辞して騎士団領に戻ると同志たちと共に新たな自治の道を探る権威より連帯を重んじる彼の教えが他の騎士はもとより農民にいたるまで浸透し元来の騎士団領の精神を蘇らせた。,,,
クッタク,1,アデル戦いが終わり騎士団領に戻ると騎士、平民を問わず多くの人々に祝福された明るく屈託のない彼は人気者で、警備のため町に出ると、昼は子供に手を引かれ遊び相手をし夜は酒飲みに付き合って酔い潰れる日々を送った領民に最も親しまれる名物騎士としていつまでも愛されたという。,,,
ヨイツブレル,1,アデル戦いが終わり騎士団領に戻ると騎士、平民を問わず多くの人々に祝福された明るく屈託のない彼は人気者で、警備のため町に出ると、昼は子供に手を引かれ遊び相手をし夜は酒飲みに付き合って酔い潰れる日々を送った領民に最も親しまれる名物騎士としていつまでも愛されたという。,,,
ソコアゲ,1,ベレニス解放軍の解散を機に、自身の修練も兼ねてコルニア各地で復興や盗賊狩りなどに従事した数年後、よりいっそう剣が冴えて騎士団領に戻った彼女を騎士たちは歓迎騎士として後進育成に力を入れると騎士団全体の戦力底上げに寄与したのだった。,,,
キヨ,1,ベレニス解放軍の解散を機に、自身の修練も兼ねてコルニア各地で復興や盗賊狩りなどに従事した数年後、よりいっそう剣が冴えて騎士団領に戻った彼女を騎士たちは歓迎騎士として後進育成に力を入れると騎士団全体の戦力底上げに寄与したのだった。,,,
ゴウショウ,1,リーザ解放軍の解散後、マゼランと共に各地を巡った先で出会ったとある豪商に商才を見出されるもとより商いに手慣れた彼女だったが王から賜った褒賞金を元手に事業を始めると山が当たり莫大な利益を上げたこれを起点に砂漠の経済は活発化したという。,,,
テナレル,1,リーザ解放軍の解散後、マゼランと共に各地を巡った先で出会ったとある豪商に商才を見出されるもとより商いに手慣れた彼女だったが王から賜った褒賞金を元手に事業を始めると山が当たり莫大な利益を上げたこれを起点に砂漠の経済は活発化したという。,,,
ガイコク,1,ラモーナゼノイラを退けたあとも、雪花団を指揮し傷ついた獣人の保護や国、里の復興を先導千里眼の賢人と称えられた新たな国王の執政を支えバストリアスの繁栄と諸外国との交流に生涯を捧げたという。,,,
ララノア,1,これはドラマデバッグでのみ表示されるダイアログですララノア仲間で確認しますか。,,,
スネ,1,ギャメル盗賊の時分に脅かした人々への罪滅ぼしか友人らと共に各地で慈善活動を続ける彼の人柄を慕い元黒爪盗賊団員や脛に傷持つ若者が彼のもとに集まりその世話を焼くことも多かったその隣には、病を克服した健勝な妹の姿もあったという。,,,
ケンショウ,1,ギャメル盗賊の時分に脅かした人々への罪滅ぼしか友人らと共に各地で慈善活動を続ける彼の人柄を慕い元黒爪盗賊団員や脛に傷持つ若者が彼のもとに集まりその世話を焼くことも多かったその隣には、病を克服した健勝な妹の姿もあったという。,,,
ユウラン,1,セレスト戦後もエルヘイムの義勇兵として活動上空から人々の危機を察知するといち早く駆けつけ救護に当たるなど空からの見張り番の役割を担う後に、彼女に救われた者がグリフォンによる遊覧飛行事業を立ち上げ敬意を表して彼女の名を商号に加えたという。,,,
センク,1,セルィ戦後、以前より続けていた古代ゼノイラの研究のために世界を巡るゼノイラによる支配を経て、世間の古代への関心は高まり、彼女の研究発表は注目を集めたゼノイラの歴史や文化が広く伝わると彼女に続く研究者によって歴史学はさらに発展しその先駆者として彼女の名は後世に残ったという。,,,
チョウロウ,1,ヤーナ終戦後、長年培ってきた魔力と知恵で宮廷魔術師としてコルニアの王政を支える晩年は惜しまれながら職を辞して魔女の里へ戻り、長老として里の者を教え導いたいつまでも若々しい姿を保ち最期は多くの弟子たちに看取られたという。,,,
オシエミチビク,1,ヤーナ終戦後、長年培ってきた魔力と知恵で宮廷魔術師としてコルニアの王政を支える晩年は惜しまれながら職を辞して魔女の里へ戻り、長老として里の者を教え導いたいつまでも若々しい姿を保ち最期は多くの弟子たちに看取られたという。,,,
ワカワカシイ,1,ヤーナ終戦後、長年培ってきた魔力と知恵で宮廷魔術師としてコルニアの王政を支える晩年は惜しまれながら職を辞して魔女の里へ戻り、長老として里の者を教え導いたいつまでも若々しい姿を保ち最期は多くの弟子たちに看取られたという。,,,
ミトル,1,ヤーナ終戦後、長年培ってきた魔力と知恵で宮廷魔術師としてコルニアの王政を支える晩年は惜しまれながら職を辞して魔女の里へ戻り、長老として里の者を教え導いたいつまでも若々しい姿を保ち最期は多くの弟子たちに看取られたという。,,,
ヒルム,1,リディエル終戦後、夢を叶えてエルヘイムの騎士になる半エルフであることで陰口を叩かれようとも彼女が怯むことなく功績を立てたことで次第に偏見や差別は無くなっていったいつしか彼女は目標としていた母親を超える名誉を手にし、その姿は多くの半エルフの希望の光になったという。,,,
ロザリンデエルヘイム,1,ロザリンデエルヘイムへと戻り、ゼノイラの被害を受けた同胞たちへの支援や戦後処理のため各地を駆け回る生活を続ける多忙であっても、エルトリンデのもとを訪ねることだけは怠らず鳥占官として巫女の補佐をこなしたあとは姉妹二人の時間を大事に過ごしたようだ。,,,
イチリュウ,1,ワシは一流の武具を揃える商人よ商売相手はゼノイラ軍だけ。,,,
エルトリンデゼノイラ,1,エルトリンデゼノイラとの戦いが終わると、戦場となったエルヘイムの各地や焼かれた森を元に戻すため人間たちの手も借りて、環境回復に努める国中の森がかつての姿を取り戻すころにはエルフと人間との間に絆が生まれ彼女は両者をつないだ偉大な巫女として双方からの支持を得たという。,,,
トリクム,1,リア終戦後、コルニアとドラケンガルドの友好が約束されると、ァージニアのお目付役を辞してドラケンガルド王のもとへ戻る鍛え上げられた剣の腕で屈強な兵たちを従え、王の筆頭護衛官を長年務めたまた、自らも先代王に拾われた恩義から戦災孤児の支援にも熱心に取り組んだという。,,,
フクシン,1,ガラドミア戦後、巫女の腹心としてエルヘイムに残り国の復興支援に力を注いだ日々の弓の修練を怠ることはなく腕は衰えるどころかいっそう冴え渡りラウルハル城の矢狭間から遥か遠く国境付近のならず者を射貫いた、という逸話がまことしやかに噂されるほどだった。,,【化】 〔紫紅色合成染料〕 fuchsine; magenta. [＝マゼンタ],化
グンレキ,1,リナラゴス戦後、エルヘイムの復興が落ち着くとあらためてエルトリンデに忠誠を誓い彼女と共にコルニアに渡るエルヘイムでの軍歴を活かしコルニア内にエルフによる巫女近衛隊を設立人間との合同訓練では互いの兵法を学び合い二国間の連帯に大きな効果を挙げた。,,,
マナビアウ,1,リナラゴス戦後、エルヘイムの復興が落ち着くとあらためてエルトリンデに忠誠を誓い彼女と共にコルニアに渡るエルヘイムでの軍歴を活かしコルニア内にエルフによる巫女近衛隊を設立人間との合同訓練では互いの兵法を学び合い二国間の連帯に大きな効果を挙げた。,,,
ニンズル,1,スカーレットは教皇の血統制を廃し、新教皇にサナティオを任じた。,,,
サイキ,1,二人でコルニアの執政に励みながらも、ベレンガリアの才気は王城に収まる器ではなく。,,,
コンギ,1,巫女との婚儀を経たことでエルヘイムとコルニアの関係は両人の仲のように末永く続いた。,,,
コヨナク,1,国中の民からこよなく愛されたという。,,,
ヨミフケル,1,静かに本を読み耽る二人の姿がよく見られたそうだ。,,,
ジョウナイ,1,彼女の治癒は皆を瞬く間に癒し、城内では天使と謳われた。,,,
ロウニャク,1,老若男女問わず町の者や石工見習いたちから敬われていた。,,,
ウヤマウ,1,老若男女問わず町の者や石工見習いたちから敬われていた。,,,
モトグロ,1,ギャメル盗賊の時分に脅かした人々への罪滅ぼしか友人らと共に各地で慈善活動を続ける彼の人柄を慕い元黒爪盗賊団員や脛に傷持つ若者が彼のもとに集まりその世話を焼くことも多かったその隣には、病を克服した健勝な妹の姿もあったという。,,,
ヒットウ,1,リア終戦後、コルニアとドラケンガルドの友好が約束されると、ァージニアのお目付役を辞してドラケンガルド王のもとへ戻る鍛え上げられた剣の腕で屈強な兵たちを従え、王の筆頭護衛官を長年務めたまた、自らも先代王に拾われた恩義から戦災孤児の支援にも熱心に取り組んだという。,,,
モトデ,1,リーザ解放軍の解散後、マゼランと共に各地を巡った先で出会ったとある豪商に商才を見出されるもとより商いに手慣れた彼女だったが王から賜った褒賞金を元手に事業を始めると山が当たり莫大な利益を上げたこれを起点に砂漠の経済は活発化したという。,,,
オウリツ,1,ベレンガリア戦後、三角獣傭兵団を再結成するドラケンガルド王から王立騎士団とする誘いを受けるもそれを断るその後仲間を増やし、世界各地を飛び回っては弱きを助け強きをくじくために戦った後年、フェブリスではその名を知らぬ者のない傭兵団となり後世に語り継がれることになった。,,,
バクダイ,1,リーザ解放軍の解散後、マゼランと共に各地を巡った先で出会ったとある豪商に商才を見出されるもとより商いに手慣れた彼女だったが王から賜った褒賞金を元手に事業を始めると山が当たり莫大な利益を上げたこれを起点に砂漠の経済は活発化したという。,,,
リエキ,1,リーザ解放軍の解散後、マゼランと共に各地を巡った先で出会ったとある豪商に商才を見出されるもとより商いに手慣れた彼女だったが王から賜った褒賞金を元手に事業を始めると山が当たり莫大な利益を上げたこれを起点に砂漠の経済は活発化したという。,,,
キテン,1,リーザ解放軍の解散後、マゼランと共に各地を巡った先で出会ったとある豪商に商才を見出されるもとより商いに手慣れた彼女だったが王から賜った褒賞金を元手に事業を始めると山が当たり莫大な利益を上げたこれを起点に砂漠の経済は活発化したという。,,,
ハタラキカケ,1,グロスタ終戦からしばらく後、ギルベルトより砂漠一帯を束ねる領主に任命される再び砂漠の民の生活改善のためオーバンたちと協力し権威側からの働きかけに奮闘したその慈愛と義理堅さから砂漠の民に親しまれ没後には砂漠に彼を称える騎馬像が建立された。,,,
ボツゴ,1,グロスタ終戦からしばらく後、ギルベルトより砂漠一帯を束ねる領主に任命される再び砂漠の民の生活改善のためオーバンたちと協力し権威側からの働きかけに奮闘したその慈愛と義理堅さから砂漠の民に親しまれ没後には砂漠に彼を称える騎馬像が建立された。,,,
ムハイ,1,アーマリア終戦後、闘技場へ戻った彼女は新たに無敗記録を更新大いに観衆を沸かし続けた数年後、殿堂入りとなった彼女の記録を打ち破る猛者が現れると待ち望んだ好機とばかりにその者と連れ立って旅に出たのだった。,,,
カンシュウ,1,アーマリア終戦後、闘技場へ戻った彼女は新たに無敗記録を更新大いに観衆を沸かし続けた数年後、殿堂入りとなった彼女の記録を打ち破る猛者が現れると待ち望んだ好機とばかりにその者と連れ立って旅に出たのだった。,,,
ワカス,1,アーマリア終戦後、闘技場へ戻った彼女は新たに無敗記録を更新大いに観衆を沸かし続けた数年後、殿堂入りとなった彼女の記録を打ち破る猛者が現れると待ち望んだ好機とばかりにその者と連れ立って旅に出たのだった。,,,
デンドウ,1,アーマリア終戦後、闘技場へ戻った彼女は新たに無敗記録を更新大いに観衆を沸かし続けた数年後、殿堂入りとなった彼女の記録を打ち破る猛者が現れると待ち望んだ好機とばかりにその者と連れ立って旅に出たのだった。,,,
モサ,1,アーマリア終戦後、闘技場へ戻った彼女は新たに無敗記録を更新大いに観衆を沸かし続けた数年後、殿堂入りとなった彼女の記録を打ち破る猛者が現れると待ち望んだ好機とばかりにその者と連れ立って旅に出たのだった。,,,
ツレダツ,1,アーマリア終戦後、闘技場へ戻った彼女は新たに無敗記録を更新大いに観衆を沸かし続けた数年後、殿堂入りとなった彼女の記録を打ち破る猛者が現れると待ち望んだ好機とばかりにその者と連れ立って旅に出たのだった。,,,
トビマワル,1,ベレンガリア戦後、三角獣傭兵団を再結成するドラケンガルド王から王立騎士団とする誘いを受けるもそれを断るその後仲間を増やし、世界各地を飛び回っては弱きを助け強きをくじくために戦った後年、フェブリスではその名を知らぬ者のない傭兵団となり後世に語り継がれることになった。,,,
フサイ,1,リア終戦後、コルニアとドラケンガルドの友好が約束されると、正式にァージニアに仕えた数年後、王家に嫡子が誕生すると国王夫妻にも引けをとらない猫可愛がりぶりで周囲を驚かせたという王子が剣を握る年頃になると厳しくも優しい名指導で剣術指南役を務めた。,,,
クジク,1,ベレンガリア戦後、三角獣傭兵団を再結成するドラケンガルド王から王立騎士団とする誘いを受けるもそれを断るその後仲間を増やし、世界各地を飛び回っては弱きを助け強きをくじくために戦った後年、フェブリスではその名を知らぬ者のない傭兵団となり後世に語り継がれることになった。,,,
チュウカク,1,ブルーノ再結成された三角獣傭兵団で中核を担い大車輪の働きをする尊敬するベレンガリアを目標に剛腕を振るい、団員からの信頼も厚かった作戦の際には、急先鋒に立って活躍するあまり後に続く団員たちが手柄を上げる前に片がつくことが多かったそうだ。,,,
シャリン,1,ブルーノ再結成された三角獣傭兵団で中核を担い大車輪の働きをする尊敬するベレンガリアを目標に剛腕を振るい、団員からの信頼も厚かった作戦の際には、急先鋒に立って活躍するあまり後に続く団員たちが手柄を上げる前に片がつくことが多かったそうだ。,,,
ゴウワン,1,ブルーノ再結成された三角獣傭兵団で中核を担い大車輪の働きをする尊敬するベレンガリアを目標に剛腕を振るい、団員からの信頼も厚かった作戦の際には、急先鋒に立って活躍するあまり後に続く団員たちが手柄を上げる前に片がつくことが多かったそうだ。,,,
デナオシ,1,ブルーノ戦後、三角獣傭兵団を再結成するたった数名からの出直しとなったが噂を聞きつけた元団員や解放軍に憧れる若者たちが押し寄せ一年を待たずに大所帯となったその活躍は世界に広がりかつての最盛期を超えるほどだったという。,,,
ショタイ,1,ブルーノ戦後、三角獣傭兵団を再結成するたった数名からの出直しとなったが噂を聞きつけた元団員や解放軍に憧れる若者たちが押し寄せ一年を待たずに大所帯となったその活躍は世界に広がりかつての最盛期を超えるほどだったという。,,,
カカエ,1,トラィス戦後、コルニア新国王お抱えの密偵として活躍し、陰から王政を支えた読書家でもありたまに祖国に帰ると、生家に寄り派遣先から大事に持ち帰った本をその膨大な蔵書に加えたという。,,,
ショウダク,1,ァージニア戦が終わり、国に平穏が訪れるとドラケンガルド王から正式に婚姻の申し出がありこれを承諾する以来、コルニアとドラケンガルドの橋渡し役となり、友好の象徴として両国民から愛されたその豪胆な人柄と鮮やかな剣の腕から不撓の戦妃と称されている。,,,
ハシワタシ,1,ァージニア戦が終わり、国に平穏が訪れるとドラケンガルド王から正式に婚姻の申し出がありこれを承諾する以来、コルニアとドラケンガルドの橋渡し役となり、友好の象徴として両国民から愛されたその豪胆な人柄と鮮やかな剣の腕から不撓の戦妃と称されている。,,,
コクミン,1,ァージニア戦が終わり、国に平穏が訪れるとドラケンガルド王から正式に婚姻の申し出がありこれを承諾する以来、コルニアとドラケンガルドの橋渡し役となり、友好の象徴として両国民から愛されたその豪胆な人柄と鮮やかな剣の腕から不撓の戦妃と称されている。,,,
