sentence,cleaned_sentence
はあっ！。,はあっ。
うおっと！？ あっぶねえ…何しやがる。,うおっとあっぶねえ何しやがる。
おや、君は…ギャメルだったか。,おや、君はギャメルだったか。
悪いな、お尋ね者となっている 盗賊と背格好が似てたものだから。,悪いな、お尋ね者となっている盗賊と背格好が似てたものだから。
俺じゃなかったら心臓の ど真ん中を射抜かれてたぜ…。,俺じゃなかったら心臓のど真ん中を射抜かれてたぜ。
憲兵に引き渡す気 はじめからなかっただろ。,憲兵に引き渡す気はじめからなかっただろ。
まあな そのお尋ね者は少しばかりタチが悪い。,まあなそのお尋ね者は少しばかりタチが悪い。
盗むだけでなく人の命まで奪う それも…その行為を愉しむようにな。,盗むだけでなく人の命まで奪うそれもその行為を愉しむようにな。
普段はゼノイラ兵に紛れて 戦に参加しているとか。,普段はゼノイラ兵に紛れて戦に参加しているとか。
ひときわ笑顔で剣を振るうというから 遭遇すればすぐにわかりそうだな。,ひときわ笑顔で剣を振るうというから遭遇すればすぐにわかりそうだな。
…盗賊だった俺が言うのもなんだが そんな奴の気がしれねえなぁ。,盗賊だった俺が言うのもなんだがそんな奴の気がしれねえなぁ。
…#w(20)君 善悪の判断はできているようだな。,君善悪の判断はできているようだな。
盗賊だったころ、罪悪感で心が 押し潰されることはなかったのか？。,盗賊だったころ、罪悪感で心が押し潰されることはなかったのか。
そりゃ何度もあったさ…だが 妹の顔を思い出して振り切ってきた。,そりゃ何度もあったさだが妹の顔を思い出して振り切ってきた。
…俺はそのどうしようもねぇ奴と 同じ穴の狢だ。,俺はそのどうしようもねぇ奴と同じ穴の狢だ。
理由はどうあれ やっちまえば罪は罪だからな。,理由はどうあれやっちまえば罪は罪だからな。
…#w(20)このままいけば君は 戦後、法に裁かれることだろう。,このままいけば君は戦後、法に裁かれることだろう。
それでいい どちらにせよ生きて償うつもりさ。,それでいいどちらにせよ生きて償うつもりさ。
この解放軍で、俺にはもったいねえ 綺麗な心持った奴らと縁ができた。,この解放軍で、俺にはもったいねえ綺麗な心持った奴らと縁ができた。
妹のことはそいつらに任せるよ。,妹のことはそいつらに任せるよ。
…#w(20)戦争が終わればアレインがよ。,戦争が終わればアレインがよ。
盗みなんて必要ねぇ豊かな国に してくれるだろうからな…。,盗みなんて必要ねぇ豊かな国にしてくれるだろうからな。
…君のような人間が 罪を犯さずに済む世界になるといいな。,君のような人間が罪を犯さずに済む世界になるといいな。
どうしたのよこの傷…こんなに 派手な青あざ、はじめて見たわ。,どうしたのよこの傷こんなに派手な青あざ、はじめて見たわ。
…#w(20)馬に蹴られたんだよ。,馬に蹴られたんだよ。
馬に…？でもあなた、昼までは 元気そうにしていたわよね…。,馬にでもあなた、昼までは元気そうにしていたわよね。
実はさ…さっき町中で、モニカと クライブが立ち話してたんだ。,実はささっき町中で、モニカとクライブが立ち話してたんだ。
それでつい、遠くからヒューッて 口笛吹いちゃったんだけど。,それでつい、遠くからヒューッて口笛吹いちゃったんだけど。
後ろに気配がして、振り返ったら モニカの馬がいてさ…。,後ろに気配がして、振り返ったらモニカの馬がいてさ。
軽く蹴られてこのザマだよ。,軽く蹴られてこのザマだよ。
あなた…#w(20)暇なの？。,あなた暇なの。
うるさいな、ついやっちゃったんだ 悪気はなかったんだって。,うるさいな、ついやっちゃったんだ悪気はなかったんだって。
咎人の常套句みたいな言い訳ね…。,咎人の常套句みたいな言い訳ね。
人にそうやってちょっかいを出す その性格…私にはよくわからないわ。,人にそうやってちょっかいを出すその性格私にはよくわからないわ。
タチアナ、もしかして 友達少ないだろ。,タチアナ、もしかして友達少ないだろ。
…#w(20)本当に、そういうところよ。,本当に、そういうところよ。
あ…もしかして気にしてたか？ 悪かったよ。,あもしかして気にしてたか悪かったよ。
アタシも友達少ない方でさ つい余計なこと言って、離れてく。,アタシも友達少ない方でさつい余計なこと言って、離れてく。
…なあ、アタシたち 友達になってみないか？。,なあ、アタシたち友達になってみないか。
…今の話の流れでどうして私と 友達になろうなんて気になるのよ…。,今の話の流れでどうして私と友達になろうなんて気になるのよ。
アタシの性格に口出しできる奴なら 友達になれるんじゃないかと思って。,アタシの性格に口出しできる奴なら友達になれるんじゃないかと思って。
タチアナはそういうの ためらわずに言ってくれるだろ。,タチアナはそういうのためらわずに言ってくれるだろ。
あなたと友達になったら… 何かしなくちゃいけないのかしら。,あなたと友達になったら何かしなくちゃいけないのかしら。
べつに何かしなきゃってことは… たまにお喋りするとか？。,べつに何かしなきゃってことはたまにお喋りするとか。
…なるほどね、なら…怪我した時は 今回みたいに私のところへ来て。,なるほどね、なら怪我した時は今回みたいに私のところへ来て。
おかしな怪我にはおかしな逸話… 聞けば退屈しのぎにはなりそうだから。,おかしな怪我にはおかしな逸話聞けば退屈しのぎにはなりそうだから。
お、おもしろがりやがって！ この青あざ、本当に痛かったんだぞ。,お、おもしろがりやがってこの青あざ、本当に痛かったんだぞ。
ふふ…私も人のこと言えないくらい 性格に難があるみたい。,ふふ私も人のこと言えないくらい性格に難があるみたい。
あの町、魔女が作ったという 惚れ薬が流行っているそうね。,あの町、魔女が作ったという惚れ薬が流行っているそうね。
まあ、モニカさん 興味がおありなのですか。,まあ、モニカさん興味がおありなのですか。
いいえ…#w(20)ただ魔女が作ったという 噂を隠れ蓑にしているのでは、と。,いいえただ魔女が作ったという噂を隠れ蓑にしているのでは、と。
そうやって危ない薬を 流通させているのなら見過ごせないわ。,そうやって危ない薬を流通させているのなら見過ごせないわ。
たしかにその可能性も ないとは言えませんね。,たしかにその可能性もないとは言えませんね。
少し調べてみましょうか。,少し調べてみましょうか。
ええ…。,ええ。
調べたところ…変わった成分が 入ってますが、ただのお酒のようです。,調べたところ変わった成分が入ってますが、ただのお酒のようです。
視界がほんのりと桃色に色づき 高揚感を覚えるというもので。,視界がほんのりと桃色に色づき高揚感を覚えるというもので。
誰かに対して好意をもたらす ものではないようですね。,誰かに対して好意をもたらすものではないようですね。
お酒の酔いで恋をしているような 気分になる…ということね。,お酒の酔いで恋をしているような気分になるということね。
…恋なんて勘違いのようなもの。,恋なんて勘違いのようなもの。
そのお酒も案外 的を射ているのかもしれないわね。,そのお酒も案外的を射ているのかもしれないわね。
おや、モニカさん そういった経験が豊富で？。,おや、モニカさんそういった経験が豊富で。
騎士とはいえ、私も乙女ですもの 恋の一つや二つ、嗜んでいますわ。,騎士とはいえ、私も乙女ですもの恋の一つや二つ、嗜んでいますわ。
それにしても…惚れ薬だなんて。,それにしても惚れ薬だなんて。
実際にあったとしたら モニカさんはお使いになりますか？。,実際にあったとしたらモニカさんはお使いになりますか。
…#w(20)惚れ薬で意中の殿方を射止めても きっとつまらないわ。,惚れ薬で意中の殿方を射止めてもきっとつまらないわ。
愛の告白をされても、それが 薬の効果だなんて虚しいでしょう。,愛の告白をされても、それが薬の効果だなんて虚しいでしょう。
それはそうかもしれませんね。,それはそうかもしれませんね。
大切な方のお心は 自分の力で動かしたいですから…。,大切な方のお心は自分の力で動かしたいですから。
ふふ、そういうことね。,ふふ、そういうことね。
それ！。,それ。
…うーん#w(30) どうしてうまくいかないんだ？。,うーんどうしてうまくいかないんだ。
オーシュ、そろそろ夕食用に 鶏を確保したいのだが…。,オーシュ、そろそろ夕食用に鶏を確保したいのだが。
ちょっと待ってよ まだ変身術の途中なんだから。,ちょっと待ってよまだ変身術の途中なんだから。
…そうは言っても もう日が沈む時間だ。,そうは言ってももう日が沈む時間だ。
うっ…#w(30)仕方ないだろう これ、難しいんだよ！。,うっ仕方ないだろうこれ、難しいんだよ。
修得して殿下の影武者にでもなれば 手柄を立てられると思ったのに…。,修得して殿下の影武者にでもなれば手柄を立てられると思ったのに。
魔女の里の奴らなら 軽々とやってのけるんだろうな。,魔女の里の奴らなら軽々とやってのけるんだろうな。
そうなのか？。,そうなのか。
連中、魔法に囲まれて育つからね 子供でも高等魔法を使えるらしい。,連中、魔法に囲まれて育つからね子供でも高等魔法を使えるらしい。
僕も生まれたときから 魔法を学べていたらなぁ。,僕も生まれたときから魔法を学べていたらなぁ。
そしたら母さんだって… 僕だけを見てくれたかもしれない。,そしたら母さんだって僕だけを見てくれたかもしれない。
よくわからないが…#w(30)もしもなんて 考えてもろくなことはないだろう。,よくわからないがもしもなんて考えてもろくなことはないだろう。
…そんなの、#w(30)僕だってわかってるよ。,そんなの、僕だってわかってるよ。
…#w(20)オーシュは自分を卑下するが 努力できるのは才能だ。,オーシュは自分を卑下するが努力できるのは才能だ。
練習した魔法を今日の戦闘では 使いこなしていただろう。,練習した魔法を今日の戦闘では使いこなしていただろう。
俺はそんなところを尊敬している。,俺はそんなところを尊敬している。
お前…。,お前。
…意外といいやつなんだな もっと陰気で嫌な奴かと思ってたよ。,意外といいやつなんだなもっと陰気で嫌な奴かと思ってたよ。
え…。,え。
うん、これが最後の一回 …期待に応えてみせるさ。,うん、これが最後の一回期待に応えてみせるさ。
はっ！。,はっ。
コ…コケッ！。,ココケッ。
…！#w(30)すごいな、手慣らしとはいえ 他の鶏とまったく見分けがつかん。,すごいな、手慣らしとはいえ他の鶏とまったく見分けがつかん。
…どうした？#w(20) まさか、戻れなくなったのか。,どうしたまさか、戻れなくなったのか。
コ…。,コ。
だ、誰か呼ばなくては 魔術に…いや、鶏に詳しい人物か…？。,だ、誰か呼ばなくては魔術にいや、鶏に詳しい人物か。
だがここを離れては 間違えて厨房に連れ去られることも…。,だがここを離れては間違えて厨房に連れ去られることも。
コッ！？。,コッ。
コ…コ…コケ～～～！。,コココケ。
ま、#w(20)待て！オーシュだめだ！ そっちには調理中のクロエが…！。,ま、待てオーシュだめだそっちには調理中のクロエが。
ここに駒を進めて…#w(30) あと数手でまた僕の勝ちだ。,ここに駒を進めてあと数手でまた僕の勝ちだ。
む…なかなか痛いところを 突いてきたな。,むなかなか痛いところを突いてきたな。
そりゃあね これでもゼノイラの一将だったんだ。,そりゃあねこれでもゼノイラの一将だったんだ。
弓兵ごときに盤上遊戯で 後れを取るような僕じゃないよ。,弓兵ごときに盤上遊戯で後れを取るような僕じゃないよ。
…#w(30)どう動くべきか。,どう動くべきか。
は～#w(30)それにしても、殿下に付いて ずいぶんと遠くまで来たなぁ。,はそれにしても、殿下に付いてずいぶんと遠くまで来たなぁ。
まさか天使の国にまで来るなんて あの時は夢にも思わなかったよ。,まさか天使の国にまで来るなんてあの時は夢にも思わなかったよ。
僕、天使って女性ばっかりなのかな って思ってたんだけどさ。,僕、天使って女性ばっかりなのかなって思ってたんだけどさ。
普通に男もいるし子供から老人まで…#w(30) いや、#w(30)盾持ちのデカい奴はおかしいな。,普通に男もいるし子供から老人までいや、盾持ちのデカい奴はおかしいな。
あの巨体が羽で飛べるなんて思うか？#w(30) まぁ実際に飛んでいるんだけど。,あの巨体が羽で飛べるなんて思うかまぁ実際に飛んでいるんだけど。
…もしかして魔法の補助で 浮いていたりするのかも。,もしかして魔法の補助で浮いていたりするのかも。
この国には浮遊魔法が存在する… その可能性もあるとは思わないか？。,この国には浮遊魔法が存在するその可能性もあるとは思わないか。
なあ ロルフはどう思う？。,なあロルフはどう思う。
…#w(30)魔法のことは、俺に聞かれても困る だがお前が言うのならあるんだろう。,魔法のことは、俺に聞かれても困るだがお前が言うのならあるんだろう。
それにしても…こんな俺に よく飽きもせず話しかけてくるものだ。,それにしてもこんな俺によく飽きもせず話しかけてくるものだ。
ずっと疑問だったんだ こうして俺と話していて楽しいのか？。,ずっと疑問だったんだこうして俺と話していて楽しいのか。
俺は口数も少ない… 面白くはないだろう。,俺は口数も少ない面白くはないだろう。
なんだよそれ、今頃？ …まぁ#w(40)楽だとは思ってるかな。,なんだよそれ、今頃まぁ楽だとは思ってるかな。
楽？。,楽。
うん、ロルフは口煩くないし 気も遣わなくていいし楽だよ。,うん、ロルフは口煩くないし気も遣わなくていいし楽だよ。
それに意外と 僕の話を聞いてくれるからね。,それに意外と僕の話を聞いてくれるからね。
ふ…#w(30)そうか 俺も聞くのが性に合っている。,ふそうか俺も聞くのが性に合っている。
オーシュはずっとひとりで 喋っていて飽きないしな。,オーシュはずっとひとりで喋っていて飽きないしな。
おい、それって嫌味か！？。,おい、それって嫌味か。
…ところで 次の一手で俺の勝ちだがどうする？。,ところで次の一手で俺の勝ちだがどうする。
はぁ？そんなわけ…#w(40) うわっほんとだ！。,はぁそんなわけうわっほんとだ。
弓兵ごとき…だったか？ 俺を甘く見すぎたな。,弓兵ごときだったか俺を甘く見すぎたな。
ぐ…#w(30) ロルフって結構根に持つよな…。,ぐロルフって結構根に持つよな。
ち、覚えてろ！。,ち、覚えてろ。
はん！とっとと失せな！。,はんとっとと失せな。
ベレニス！何をやっているんだ！。,ベレニス何をやっているんだ。
なんでもないさ ただの喧嘩だよ。,なんでもないさただの喧嘩だよ。
あ、あの… ありがとうございました…！。,あ、あのありがとうございました。
なるほど… おおよその見当はついた。,なるほどおおよその見当はついた。
あの娘を助けたんだろう？。,あの娘を助けたんだろう。
だが、察するに…相手を 説き伏せる前に手が出たか。,だが、察するに相手を説き伏せる前に手が出たか。
ベレニス… 手を出す前にまずは話をだな。,ベレニス手を出す前にまずは話をだな。
あ～@w(30)わかってるって。,あ30わかってるって。
だけどアタシがそういうこと 苦手なの知ってるだろ？。,だけどアタシがそういうこと苦手なの知ってるだろ。
君の行いを責めることはしないが 言葉だけで解決することもある。,君の行いを責めることはしないが言葉だけで解決することもある。
やれやれ…。,やれやれ。
あーいう奴らは痛い目を見ても 構わないと思うがね。,あーいう奴らは痛い目を見ても構わないと思うがね。
そうかもしれないが…。,そうかもしれないが。
わかったよ 今度からは気をつける。,わかったよ今度からは気をつける。
気をつけるが… うまくやれる保証はないからな。,気をつけるがうまくやれる保証はないからな。
こうしてベレニスと同じ軍にいると 時折、思い浮かべる。,こうしてベレニスと同じ軍にいると時折、思い浮かべる。
共に歩んでいればどうだったかと。,共に歩んでいればどうだったかと。
いきなりなんだ？。,いきなりなんだ。
いってぇなぁ！ 何すんだ！。,いってぇなぁ何すんだ。
おい、お前ら さっきの言葉を撤回しろ。,おい、お前らさっきの言葉を撤回しろ。
うぐぐ…。,うぐぐ。
よかったな、おっさん！。,よかったな、おっさん。
いっつもイレニア様が～って うるさく言ってたもんな。,いっつもイレニア様がってうるさく言ってたもんな。
うるさい！小娘が。,うるさい小娘が。
いい加減ワシのことを 隊長と呼べ！。,いい加減ワシのことを隊長と呼べ。
イレニアが聡明ったって しょせんは女だろ？。,イレニアが聡明ったってしょせんは女だろ。
ドラケンガルドに対して 日和ってるみたいだしよ。,ドラケンガルドに対して日和ってるみたいだしよ。
俺ならそんな弱腰になんねーっつうの ガハハハ！。,俺ならそんな弱腰になんねーっつうのガハハハ。
功績が認められて、女王陛下の 近衛騎士に取り立てられるんだろ？。,功績が認められて、女王陛下の近衛騎士に取り立てられるんだろ。
貴様っ！ 今イレニア様を侮辱したか！？。,貴様っ今イレニア様を侮辱したか。
なんだぁ？@w(40)イレニア女王にゾッコンの ゲイリー隊長じゃないっすか。,なんだぁ40イレニア女王にゾッコンのゲイリー隊長じゃないっすか。
一時話しただけじゃあ 変わらないだろ。,一時話しただけじゃあ変わらないだろ。
お、おい、おっさん… 挑発に乗るなよ…？。,お、おい、おっさん挑発に乗るなよ。
こんなことで面倒を起こしたら 栄転の話が流れるぞ…！。,こんなことで面倒を起こしたら栄転の話が流れるぞ。
イレニア様を侮辱されて 黙っていられるか！。,イレニア様を侮辱されて黙っていられるか。
しょうがねぇ…。,しょうがねぇ。
へへ…やったね…。,へへやったね。
嫌だね、俺は間違っちゃいねぇ それにさっきの分は返させてもらうぜ。,嫌だね、俺は間違っちゃいねぇそれにさっきの分は返させてもらうぜ。
あの事件がなければ…。,あの事件がなければ。
おまえ！？。,おまえ。
ベレニス！てめぇ！。,ベレニスてめぇ。
まったく余計なことを@w(40) 感謝などせんぞ。,まったく余計なことを40感謝などせんぞ。
はいはい あれはアタシが買った喧嘩だ。,はいはいあれはアタシが買った喧嘩だ。
これでおっさんの栄転も なくならないだろ。,これでおっさんの栄転もなくならないだろ。
それにアイツら、隠れて あくどいこともやってたみたいだしな。,それにアイツら、隠れてあくどいこともやってたみたいだしな。
ふん…コルニアはイレニア様のもと 豊かな国土が保たれているというのに。,ふんコルニアはイレニア様のもと豊かな国土が保たれているというのに。
それを理解せん愚か者はワシが許さん 女王陛下に仕える資格はない。,それを理解せん愚か者はワシが許さん女王陛下に仕える資格はない。
…で、アタシの処分は？。,で、アタシの処分は。
団員同士でのいざこざは御法度… アイツらと同じく追放ってところか？。,団員同士でのいざこざは御法度アイツらと同じく追放ってところか。
そうなるな。,そうなるな。
そうかい@w(30) ま、これでよかったんだよ。,そうかい30ま、これでよかったんだよ。
おっさんは王都に アタシは…傭兵にでもなるか。,おっさんは王都にアタシは傭兵にでもなるか。
私は君が意味のない喧嘩を しないのを知っている。,私は君が意味のない喧嘩をしないのを知っている。
だからこそ何かの間違いだと 訴えたが…。,だからこそ何かの間違いだと訴えたが。
当事者ではない私の言葉は 聞き入れられなかった。,当事者ではない私の言葉は聞き入れられなかった。
君も自分から手を出したと 言い張っていたみたいだしな。,君も自分から手を出したと言い張っていたみたいだしな。
奴を庇うことは なかったんじゃないか？。,奴を庇うことはなかったんじゃないか。
そうすれば…。,そうすれば。
騎士団にいたって？。,騎士団にいたって。
どのみち騎士団領は ゼノイラに占領されちまったんだ。,どのみち騎士団領はゼノイラに占領されちまったんだ。
遅かれ早かれ傭兵になってる 後悔なんてないさ。,遅かれ早かれ傭兵になってる後悔なんてないさ。
私と一緒に解放軍の旗揚げに 参加していたんじゃないかと思ってな。,私と一緒に解放軍の旗揚げに参加していたんじゃないかと思ってな。
それに…ずっとアイツの。,それにずっとアイツの。
…どうだろうね。,どうだろうね。
イレニア女王への尊敬の言葉を …聞いてたからね。,イレニア女王への尊敬の言葉を聞いてたからね。
…それでは救世主様 私はこのあたりで。,それでは救世主様私はこのあたりで。
ああ、助かったよ ありがとうサナティオ。,ああ、助かったよありがとうサナティオ。
あーもう#w(30) 見てられないわ！！！。,あーもう見てられないわ。
わっ！#w(30)なんです…！？ メ、メリザンド殿…？。,わっなんですメ、メリザンド殿。
あなたね…#w(30)最近現れたかと思えば アレインの周りをうろちょろと…。,あなたね最近現れたかと思えばアレインの周りをうろちょろと。
彼の護衛をするのならせめて その辛気臭い顔をどうにかなさいよ。,彼の護衛をするのならせめてその辛気臭い顔をどうにかなさいよ。
辛気臭い…#w(30)でしょうか？ そのような容姿だと言われたことは…。,辛気臭いでしょうかそのような容姿だと言われたことは。
顔じゃなくて心構えを言ってるの！ あなた顔は悪くはないわ。,顔じゃなくて心構えを言ってるのあなた顔は悪くはないわ。
は、はあ…。,は、はあ。
贖罪と使命のためだとか そういうのが辛気臭いのよね…。,贖罪と使命のためだとかそういうのが辛気臭いのよね。
それじゃあみんなに愛想つかされて いつかひとりになっちゃうわよ。,それじゃあみんなに愛想つかされていつかひとりになっちゃうわよ。
…#w(30)構いません、#w(30)どう思われようと 考えが変わることはないですから。,構いません、どう思われようと考えが変わることはないですから。
たとえひとりになったとしても… 私はただ贖罪を果たすまでです。,たとえひとりになったとしても私はただ贖罪を果たすまでです。
うわ…#w(30)少しは人を頼ればいいのに あなた拗らせてるわね。,うわ少しは人を頼ればいいのにあなた拗らせてるわね。
…だったらそうねぇ#w(30) 恋でもしてみたらどうかしら。,だったらそうねぇ恋でもしてみたらどうかしら。
…#w(30)なんですって？。,なんですって。
せっかくだしメイエ家秘伝の 恋愛術でも教えてあげて…。,せっかくだしメイエ家秘伝の恋愛術でも教えてあげて。
ま、待ちなさい…！勝手に話を いえ、そもそも罪人の私に…。,ま、待ちなさい勝手に話をいえ、そもそも罪人の私に。
人を好きになるのに 自分の立場なんて関係ないわよ。,人を好きになるのに自分の立場なんて関係ないわよ。
あなたを支えてくれる人がいたって 誰も咎めやしないわ。,あなたを支えてくれる人がいたって誰も咎めやしないわ。
…#w(30)まさか気を遣っているのですか？ いったい、#w(30)どうして…。,まさか気を遣っているのですかいったい、どうして。
だってあなたが他にうつつを抜かせば アレインを独り占めできるじゃない？。,だってあなたが他にうつつを抜かせばアレインを独り占めできるじゃない。
…#w(30)腑に落ちました なんというか強かな方ですね。,腑に落ちましたなんというか強かな方ですね。
なんとでも言いなさい それで恋愛術についてなんだけど…。,なんとでも言いなさいそれで恋愛術についてなんだけど。
いえそれは 遠慮させていただこうかと…。,いえそれは遠慮させていただこうかと。
ちょっと！。,ちょっと。
…ちなみに 救世主様に効果はあったのですか。,ちなみに救世主様に効果はあったのですか。
それは…#w(30)その…#w(30)アレインは…#w(30) そんじょそこらの男とは違うから…。,それはそのアレインはそんじょそこらの男とは違うから。
……。,。
ほ、#w(20)本当なんだから！ せめて話ぐらい聞きなさいって…！。,ほ、本当なんだからせめて話ぐらい聞きなさいって。
あのでっけえ飛竜、突然 襲ってきそうでホント怖えわ…。,あのでっけえ飛竜、突然襲ってきそうでホント怖えわ。
ちゃんと鎖に繋いでんのかな… まさか野放しにしてるとかねぇよな。,ちゃんと鎖に繋いでんのかなまさか野放しにしてるとかねぇよな。
拘束など必要ない、少々活発なだけで むやみに人を傷つけたりしないからな。,拘束など必要ない、少々活発なだけでむやみに人を傷つけたりしないからな。
何より、こいつは私の家族も同然… そういった陰口はやめてもらおうか。,何より、こいつは私の家族も同然そういった陰口はやめてもらおうか。
ヒッ…！#w(20) す、すみませんでした！！。,ヒッす、すみませんでした。
見ていたのか、フラウ。,見ていたのか、フラウ。
ヒルダさん…あんなふうに しっかり注意できるなんてすごいです。,ヒルダさんあんなふうにしっかり注意できるなんてすごいです。
ああいうこと、たまにあるんですが 私はいつも言いだす勇気がなくて…。,ああいうこと、たまにあるんですが私はいつも言いだす勇気がなくて。
でも…それがこの子をより 傷つけていると思うと、心が痛んで…。,でもそれがこの子をより傷つけていると思うと、心が痛んで。
軍の中には敵の飛竜やグリフォンに 襲われ、恐れている者もいるからな。,軍の中には敵の飛竜やグリフォンに襲われ、恐れている者もいるからな。
…だからといってこいつを 傷つけていい理由にはならんが。,だからといってこいつを傷つけていい理由にはならんが。
あの…私、ああいった場面で 言い返すことはできないんですが。,あの私、ああいった場面で言い返すことはできないんですが。
考えてみたんです、私なりに… その恐怖自体をなくせないかって。,考えてみたんです、私なりにその恐怖自体をなくせないかって。
ほう？ どんな方法だ。,ほうどんな方法だ。
飛竜とグリフォン懇親会…など 開くのはどうでしょうか。,飛竜とグリフォン懇親会など開くのはどうでしょうか。
一緒に散歩したり、おやつを食べれば みんなで楽しめるかなと…。,一緒に散歩したり、おやつを食べればみんなで楽しめるかなと。
懇親会、か…#w(20)楽しい記憶で 恐怖を上書きするのは悪くなさそうだ。,懇親会、か楽しい記憶で恐怖を上書きするのは悪くなさそうだ。
フ…#w(20)陰口を言う奴らは強制参加させて ぜひ考えを改めてもらおう。,フ陰口を言う奴らは強制参加させてぜひ考えを改めてもらおう。
…！本当ですか！#w(20)ヒルダさんに そう言ってもらえるなんて…。,本当ですかヒルダさんにそう言ってもらえるなんて。
私、計画してみます…やる時は絶対 ヒルダさんも来てくださいね！。,私、計画してみますやる時は絶対ヒルダさんも来てくださいね。
ああ、それは私も 参加しないわけにはいかないな。,ああ、それは私も参加しないわけにはいかないな。
楽しみにしているぞ。,楽しみにしているぞ。
…ジェロームか どうしたんだ？こんな時間に。,ジェロームかどうしたんだこんな時間に。
ヒ…ヒルダ殿か。,ヒヒルダ殿か。
いやなに、この愛馬と 夜の澄んだ空気を吸いにきたのだ。,いやなに、この愛馬と夜の澄んだ空気を吸いにきたのだ。
そうか、私もこいつと 気分転換のため、外にな。,そうか、私もこいつと気分転換のため、外にな。
…では邪魔をしては悪いな 私たちはこれで。,では邪魔をしては悪いな私たちはこれで。
む…私の飛竜が その子に挨拶したいようだ…。,む私の飛竜がその子に挨拶したいようだ。
驚いたな、こういう感情は めったに出さないやつなのだが…。,驚いたな、こういう感情はめったに出さないやつなのだが。
いや、驚いたのはこちらの方だ この子が飛竜に心を許すとは…。,いや、驚いたのはこちらの方だこの子が飛竜に心を許すとは。
ふっ… すっかり意気投合したようだな。,ふっすっかり意気投合したようだな。
あ…ああ こんなことがあるのだな。,あああこんなことがあるのだな。
で…では、そろそろ私は…。,ででは、そろそろ私は。
待て。,待て。
え…！？。,え。
その子にリンゴをあげたいのだが 大丈夫か？。,その子にリンゴをあげたいのだが大丈夫か。
お…おお…この子の一番の好物なのだ #w(20)さあ、いただきなさい。,おおおこの子の一番の好物なのださあ、いただきなさい。
ふむ、気に入ってくれたようだな。,ふむ、気に入ってくれたようだな。
…ジェローム、先ほどから 様子が変だぞ、どうした？。,ジェローム、先ほどから様子が変だぞ、どうした。
いや、すまない 実は…飛竜が苦手でな。,いや、すまない実は飛竜が苦手でな。
噛まれやしないかと不安なのだ。,噛まれやしないかと不安なのだ。
そうだったのか…。,そうだったのか。
なら飛竜に慣れるいい機会だ この木の実をあげてみろ。,なら飛竜に慣れるいい機会だこの木の実をあげてみろ。
だ、大丈夫だろうか？。,だ、大丈夫だろうか。
ジェロームを噛むような真似はしない 私が保証する。,ジェロームを噛むような真似はしない私が保証する。
で、では…召し上がれ。,で、では召し上がれ。
ホッ…喜んでくれたようだな よかった。,ホッ喜んでくれたようだなよかった。
よい機会をいただけて感謝する ヒルダ殿。,よい機会をいただけて感謝するヒルダ殿。
いや、こちらこそ礼を言う。,いや、こちらこそ礼を言う。
戦闘で張り詰めていたこいつの気が すっかり和らいだからな。,戦闘で張り詰めていたこいつの気がすっかり和らいだからな。
私も、次に竜騎兵と相対したとき 怯えずに立ち向かえる気がしてきた。,私も、次に竜騎兵と相対したとき怯えずに立ち向かえる気がしてきた。
ふふ…期待しているぞ。,ふふ期待しているぞ。
どうしたロザリンデ こんな暑い中、外に出てて大丈夫か？。,どうしたロザリンデこんな暑い中、外に出てて大丈夫か。
たまに刺激的な陽の光を 浴びたくなるの…私。,たまに刺激的な陽の光を浴びたくなるの私。
そうなのか…だが砂漠の陽射しは 思ってる以上に強烈だ。,そうなのかだが砂漠の陽射しは思ってる以上に強烈だ。
程々にしとかねえと 肌を痛めちまうぜ。,程々にしとかねえと肌を痛めちまうぜ。
へえ意外、マゼランにそんな気遣いが できると思わなかったわ。,へえ意外、マゼランにそんな気遣いができると思わなかったわ。
俺にだって妹がいるからな それくらいは承知してるさ。,俺にだって妹がいるからなそれくらいは承知してるさ。
でも平気よ、精霊の力で 陽射し程度は和らげられるの。,でも平気よ、精霊の力で陽射し程度は和らげられるの。
それより、肌…で思ったんだけど 私、生まれつき肌が褐色でしょ？。,それより、肌で思ったんだけど私、生まれつき肌が褐色でしょ。
ああ、ダークエルフだもんな 町で噂してたぜ、素敵な色だってな。,ああ、ダークエルフだもんな町で噂してたぜ、素敵な色だってな。
ふ～ん… マゼランはどう思ってるの？。,ふんマゼランはどう思ってるの。
…俺がどう思ってるかって？。,俺がどう思ってるかって。
近いわよ。,近いわよ。
悪ぃ、悪ぃ ああ～上手く言えねーんだがよ…。,悪ぃ、悪ぃああ上手く言えねーんだがよ。
見てると夜の闇に吸い込まれそうな …それでいて心が落ちつくような…。,見てると夜の闇に吸い込まれそうなそれでいて心が落ちつくような。
これまた意外ね…あなた、思ったより 女心をわかっているみたい。,これまた意外ねあなた、思ったより女心をわかっているみたい。
エルフはね…朝や昼 つまり陽の光を好み。,エルフはね朝や昼つまり陽の光を好み。
ダークエルフは夜を… つまり月の光を好むの。,ダークエルフは夜をつまり月の光を好むの。
多少、個人差はあるけどね。,多少、個人差はあるけどね。
へえ、不思議だな…@w(50)。,へえ、不思議だな50。
いや待て、今の話だとあんたは 月の光を好むんじゃねえのか？。,いや待て、今の話だとあんたは月の光を好むんじゃねえのか。
そうよ…落ちつくのは月の光。,そうよ落ちつくのは月の光。
